id,name,business_id,latitude,longitude
1034,Best One Post Office Dudley Road,573,50.81710018,-1.976047754
1035,Best One Roosevelt Avenue,699,50.8182964,-1.0800249
1036,Best One St Denys,1494,50.8183031,-1.084676
1037,Best One St Thomas Road,1598,50.8226544,-1.065684
1038,Best One Stonehaven,81,50.8241984,-0.7876146
1039,Best One Tollcross Road,770,50.8250175,-1.8889492
1040,Birchgrove Mini Market,432,50.8258611,-1.1803302
1041,Birmingham Store 2,146,50.8304623,-1.0739377
1042,Bishopmill Service Station,585,50.8306373,-1.3882328
1043,Blaen Y Maes Stores,824,50.834211,-0.7618678
1044,Blakes Post Office,1003,50.8349714,-0.2065425
1045,Blaydon Convenience Store,1543,50.8397753,-0.8508254
1046,Boghar Bros Superstore & Post Office,529,50.8408865,-0.39289
1047,Bo'ness Convenience Store,822,50.8409206,-1.0824516
1048,Bootlegger's Off Licence,297,50.841822,-0.7908115
1049,Booze & News Tamworth Rd,915,50.8422385,-0.8474391
1050,Booze and News,1137,50.8422686,-0.7726338
1051,Booze Express Carnoustie,309,50.84233709,-1.06165472
1052,Booze Master,427,50.8423527,-1.053534
1053,Boozemart,1429,50.8440452,-0.1308864
1054,BP Plympton Service Station,212,50.8447557,-0.1169179
1055,Bradleys Supermarkets Quorn,596,50.8454962,-0.9115229
1056,Bradleys Supermarkets Rothley,596,50.8464216,-0.9358896
1057,Brandon Test Store,284,50.8464439,-1.0505774
1058,Branss Food & Wine,906,50.85121052,-1.006731155
1059,Briardale Local Convenience Store,1198,50.8565864,-3.3926425
1060,Broad Oak News,1132,50.8581274,-0.7839903
1061,Broadmead Stores,989,50.861641,-0.9262864
1062,Broadway Premier,514,50.864289,-0.0888388
1063,Bromborough Stores,1054,50.86838914,0.601879656
1064,Brook Street Londis,1705,50.894459,-1.3800938
1065,Broughty Burgers,946,50.9027351,-1.0221809
1066,Brownlie's of Biggar,1674,50.9094212,-1.3274834
1068,Bryncoch Stores,1166,50.9112507,-1.3994148
1069,Brynteg Premier Stores,1298,50.9129193,-1.4236149
1070,BTP Spar Castle Donnington,873,50.915997,-3.2280005
1072,Buchanan Convenience Store,670,50.9196342,-1.3981237
1073,Budgens Berrymoor,120,50.92178984,-1.443867139
1074,Budgens Blackhorse Service Station,215,50.92442906,-1.381260117
1075,Budgens Bridgwater Service Station,214,50.9244314,-1.3813185
1076,Budgens Brownsover,767,50.9280371,-1.4509058
1077,Budgens Cranfield Test,136,50.93057955,-1.084084136
1080,Budgens Kenilworth,29,50.9323404,-1.3705282
1081,Budgens Nunnery Park Service Station,216,50.93361581,-1.444658971
1082,Budgens of Alva,1329,50.9344829,-1.4179097
1083,Budgens of East Finchley,394,50.9464679,-1.0082374
1084,Budgens of Islington,395,50.95123942,0.905121242
1085,Budgens Of Walkern,346,50.96798489,-1.30413824
1086,Budgens Southwater,141,50.9741296,0.9650351
1087,Budgens Thornley,1086,50.9768004,-1.4382221
1088,Bugsy's Convenience Store,1579,50.98570033,0.939538064
1089,Bulky Bargains,1083,50.98743,-1.4731555
1090,Bullring Convenience Store,804,50.9902597,-1.4900886
1091,Buns & Shakes,1574,50.99547316,-1.485095107
1092,Burlish Park Stores,332,50.9955594,-1.4754913
1093,Caitlin Admin Test,1617,51.017476,-3.8344224
1094,CallumN Test Store,1078,51.02356649,-0.352347998
1095,Calow Convenience Store,1030,51.0675111,-0.3414907
1096,Calum McD Test Store - TESTING DO NOT ORDER,1317,51.0801649,0.6944954
1097,Campbells Newsagents,790,51.0837434,1.1760555
1098,Candy Stores,718,51.0838222,-1.1734175
1099,Candybox Supermarket,1151,51.0906378,1.1856153
1100,Carlton Convenience,492,51.0956334,-1.6618415
1101,Casa Dundee,962,51.1211544,-0.8437552
1102,CastleField Stores,1118,51.1242652,-0.0080622
1103,Cathkin Convenience Store,453,51.12615669,0.971221923
1104,Cellar 57,600,51.1266517,-2.7404673
1105,Centra Limavady,562,51.1300976,0.8818434
1106,Central Co-op -  Baswich Lane,287,51.1334864,-0.0174275
1107,Central Co-op -  Hartshay Hill,287,51.146385,-2.9917068
1108,Central Co-op - Aikman Avenue,287,51.1480848,1.2759484
1109,Central Co-op - Alfreton,287,51.1512966,-3.0660412
1110,Central Co-op - Allestree,287,51.1604276,0.5517957
1111,Central Co-op - Alrewas,287,51.16360205,-0.94822526
1112,Central Co-op - Alvaston,287,51.183263,0.357633
1113,Central Co-op - Anstey,287,51.1850205,-0.7045131
1114,Central Co-op - Ashbourne Road,287,51.20772,-1.4992284
1115,"Central Co-op - Ashby De La Zouch, Market Street",287,51.2097324,1.379206
1116,"Central Co-op - Ashby De La Zouch, School Lane",287,51.21850254,-2.966326386
1117,Central Co-op - Atherstone,287,51.2295573,-0.1312713
1118,Central Co-op - Beeston,287,51.2321955,-0.1687535
1119,Central Co-op - Belper,287,51.2335371,-0.8621009
1120,"Central Co-op - Birmingham Road, Sutton Coldfield",287,51.2454981,-0.7254528
1121,"Central Co-op - Birmingham, Dad's Lane",287,51.2460395,-0.7547198
1122,"Central Co-op - Birmingham, Shard End Crescent",287,51.246877,1.030157
1123,Central Co-op - Boley Park,287,51.24832817,-0.763268526
1124,Central Co-op - Bramcote Lane,287,51.2659446,-0.8264244
1125,"Central Co-op - Brandhall, Tame Road",287,51.2725863,0.5242676
1126,Central Co-op - Branston Square,287,51.27553,1.34009362
1127,Central Co-op - Braunstone,287,51.2764718,0.5374386
1128,Central Co-op - Breadsall,287,51.2774614,-0.7397755
1129,Central Co-op - Brereton Way,287,51.2847586,-0.0358919
1130,Central Co-op - Brimington,287,51.28959935,-3.011005357
1131,Central Co-op - Broughton,287,51.291551,1.1032973
1132,"Central Co-op - Brundall, The Street",287,51.2946816,1.0827459
1133,Central Co-op - Bungay,287,51.3062556,0.227119
1134,Central Co-op - Burnside Road,287,51.3066004,-0.5716877
1135,"Central Co-op - Burton Road, Littleover",287,51.3071365,0.4088624
1136,Central Co-op - Burton Square,287,51.3092846,-0.5752199
1137,Central Co-op - Calow,287,51.3141569,0.8981865
1138,Central Co-op - Carlton Colville,287,51.3185794,-0.151089
1139,Central Co-op - Carlton-in-Lindrick,287,51.3235618,-1.2480166
1140,Central Co-op - Castle Donington,287,51.3310235,-0.8269202
1141,"Central Co-op - Chelmsley Wood, Chester Road",287,51.3397158,-2.7821334
1142,Central Co-op - Clarendon Park Road,287,51.3404381,-0.2715737
1143,"Central Co-op - Clifton, Farnborough Road",287,51.340835,-2.9689378
1144,Central Co-op - Cotteridge,287,51.3461429,1.3918205
1145,Central Co-op - Countesthorpe,287,51.34646242,0.520942877
1146,Central Co-op - Cromer,287,51.3467913,-0.8079538
1147,Central Co-op - Cropston Drive,287,51.3471867,-0.0936181
1148,Central Co-op - Curborough Road,287,51.3490253,-0.1662428
1149,"Central Co-op - Derby Road, Ripley",287,51.35391676,-2.92888848
1150,Central Co-op - Dersingham,287,51.35414954,0.720832628
1151,Central Co-op - Desborough,287,51.3593142,1.4386954
1152,"Central Co-op - Desborough, High Street",287,51.3602149,-0.1913085
1153,Central Co-op - Dibdale Rd West,287,51.3635156,-0.0975222
1154,Central Co-op - Dodworth,287,51.3636555,0.5358161
1155,Central Co-op - Duffield,287,51.368448,1.1133279
1156,Central Co-op - Eastwood,287,51.372838,0.5577026
1157,Central Co-op - Eccleshall,287,51.373109,0.55369288
1158,Central Co-op - Eckington,287,51.3735802,-0.1040058
1159,Central Co-op - Enderby,287,51.37508229,0.583995245
1160,Central Co-op - Erdington,287,51.376863,0.5001959
1161,Central Co-op - Eton Park,287,51.3800818,0.5477325
1162,Central Co-op - Evington Rd,287,51.3815191,1.3378399
1163,Central Co-op - Fleckney,287,51.3831556,0.518659
1164,Central Co-op - Fradley Park,287,51.3865197,1.3813857
1165,Central Co-op - Giltbrook,287,51.3865812,-2.7864098
1166,Central Co-op - Grange Place,287,51.38934,-0.0792116
1167,Central Co-op - Grangewood,287,51.3893841,-0.3259475
1168,Central Co-op - Great Glen,287,51.3998763,-3.2839028
1169,Central Co-op - Halesworth,287,51.4004572,-0.3797249
1170,"Central Co-op - Hall Croft, Shepshed",287,51.407914,-0.1051793
1171,Central Co-op - Hallam Crescent,287,51.4081665,-3.4811699
1172,Central Co-op - Hallwood Road,287,51.4083931,-3.4821233
1173,"Central Co-op - Harborne, Court Oak Road",287,51.4088791,-2.5072153
1174,Central Co-op - Hasland,287,51.4089927,-0.2915919
1175,"Central Co-op – Hatfield Lane, Armthorpe",287,51.4105695,-0.4874097
1176,Central Co-op - Hatton,287,51.4106889,0.2361094
1177,"Central Co-op - Hatton, Station Road",287,51.4127957,-3.2498512
1178,Central Co-op - Heatherton Village,287,51.4132373,-2.7413551
1179,Central Co-op - Hinckley Road,287,51.4134099,-0.1062063
1180,Central Co-op - Holmcroft Road,287,51.41429397,-1.225089886
1181,Central Co-op - Horninglow,287,51.4163982,-3.2554501
1182,Central Co-op - Horsley Woodhouse,287,51.41978788,0.563858045
1183,"Central Co-op - Hucknall, Watnall Road",287,51.4210219,-3.177303
1184,"Central Co-op - Hugglescote, Oak Tree Corner",287,51.42102656,-0.141167113
1185,Central Co-op - Ibstock,287,51.4211361,-0.0018039
1186,"Central Co-op - Ibstock, Ashby Road",287,51.42612281,-0.052388906
1187,Central Co-op - Inkersall,287,51.4261883,0.3756658
1188,Central Co-op - Irthlingborough,287,51.4274172,-0.0561168
1189,Central Co-op - Jacksdale,287,51.428123,-0.5723834
1191,Central Co-op - Kedleston Road,287,51.4289583,-2.7767759
1192,Central Co-op - Kettering,287,51.4294718,0.057098
1193,Central Co-op - Kibworth,287,51.4321113,0.3933912
1194,"Central Co-op - Kings Heath, Vicarage Road",287,51.432726,-0.4547825
1195,"Central Co-op - Kings Norton, The Green",287,51.4327647,-0.4548205
1196,"Central Co-op - Kingshurst, The Parade",287,51.4329856,-2.6045028
1197,Central Co-op - Kingstanding,287,51.4339715,-0.0173416
1198,"Central Co-op - Kirkby In Ashfield, Chapel Street",287,51.4342292,0.1771427
1199,"Central Co-op - Kirkby In Ashfield, Skegby Road",287,51.4343242,0.0643952
1200,Central Co-op - Kirkley,287,51.4347143,0.2154836
1201,Central Co-op - Lake Avenue,287,51.4366887,-2.8513633
1202,Central Co-op - Langley Mill,287,51.4387381,0.0705826
1203,Central Co-op - Langley Park,287,51.4394583,-0.3611799
1204,Central Co-op - Launceston Road,287,51.4399404,-2.5196677
1205,Central Co-op - Leicester Road,287,51.4400383,-2.573416
1206,Central Co-op - Lexington Road,287,51.4413792,-2.6020969
1207,Central Co-op - Little Eaton,287,51.4414489,0.3745352
1208,Central Co-op - Littleport,287,51.445328,0.0407187
1209,Central Co-op - Loughborough Road,287,51.4458503,-2.4839669
1210,"Central Co-op - Loughborough, Knightthorpe Road",287,51.44590325,-0.149914026
1211,"Central Co-op - Lutterworth, Linden Drive",287,51.44876551,-0.073725248
1212,Central Co-op - Lynton Avenue,287,51.450206,0.104959
1213,Central Co-op - Maple Avenue,287,51.45026951,-0.419926643
1214,"Central Co-op - March, Badgeney Road",287,51.4507837,-2.5901857
1215,Central Co-op - Market Street Ashby,287,51.45143414,0.052343562
1216,Central Co-op - Markfield,287,51.4534789,-0.4283985
1217,Central Co-op - Marsh Lane,287,51.4573381,-0.1943765
1218,Central Co-op - Marston Moretaine,287,51.4594573,-2.5487624
1219,Central Co-op - Meadow Lane,287,51.4618292,0.3629244
1220,"Central Co-op - Moseley, Swanshurst Lane",287,51.4619053,-2.5269064
1221,"Central Co-op - Moulton, Stocks Hill",287,51.4620426,-3.4453006
1222,Central Co-op - Narborough Rd,287,51.4625601,-2.5072157
1223,Central Co-op - Newbold,287,51.46309368,0.105125793
1224,Central Co-op - North Wingfield,287,51.4632751,-0.9764208
1225,Central Co-op - Northfield,287,51.46336646,0.376304733
1226,"Central Co-op - Northfield, West Heath Road",287,51.4636141,-2.6092885
1227,Central Co-op - Oadby,287,51.464814,-0.037806
1228,Central Co-op - Oakham,287,51.4663124,-2.5610273
1229,"Central Co-op - Oakham, Braunston Road",287,51.4712578,-0.1685281
1230,Central Co-op - Oakwood,287,51.4743696,-0.2440771
1231,Central Co-op - Openwood Gate,287,51.47471682,-2.49265021
1232,"Central Co-op - Orchard House, Papple Close",287,51.475682,-0.2394754
1233,"Central Co-op - Orton, Ortongate Shopping Centre",287,51.4764377,-0.1059517
1234,"Central Co-op - Osmaston Road,",287,51.4768952,-3.1869926
1235,Central Co-op - Overfield Road,287,51.4776342,-2.5799387
1236,"Central Co-op - Overseal, Burton Road",287,51.4782416,-3.7041363
1237,Central Co-op - Pakefield,287,51.4788892,-2.684627
1238,Central Co-op - Pentland Road,287,51.48041379,0.417940688
1239,"Central Co-op - Peterborough, Hempsted, Columbus Road",287,51.4815557,-2.517456809
1240,"Central Co-op - Peterborough, Mayors Walk",287,51.48186378,-3.171043723
1241,Central Co-op - Pinewood Avenue,287,51.48351761,-2.579582334
1242,Central Co-op - Polka Road,287,51.4838141,-3.2225326
1243,Central Co-op - Prince Charles Avenue,287,51.4843157,-0.3725834
1244,"Central Co-op - Quorn, Loughborough Road",287,51.48680671,-3.148296011
1245,Central Co-op - Ratby,287,51.48839218,-2.624789707
1246,Central Co-op - Raunds,287,51.4895719,-0.2228337
1247,Central Co-op - Repton Road,287,51.48966244,-3.241522252
1248,Central Co-op - Rothley Road,287,51.4911773,-2.7572228
1249,"Central Co-op - Rugby, Overslade Lane",287,51.4935683,-0.7100148
1250,Central Co-op - Rugeley,287,51.49425692,-3.218858268
1251,"Central Co-op - Rugeley, Queensway",287,51.4964437,-0.0411333
1252,"Central Co-op - Rugeley, Springfield Road",287,51.4968147,-2.48276
1253,Central Co-op - Sawston,287,51.4971953,-2.5591007
1254,Central Co-op - Sharmon Crescent,287,51.4981486,-0.3941668
1255,"Central Co-op - Sheldon, Church Road",287,51.500848,0.0629154
1256,Central Co-op - Shepshed,287,51.50133334,-3.576321191
1257,"Central Co-op - Shepshed, Anson Road",287,51.5079759,-3.6072794
1258,Central Co-op - Silkmore Lane Stafford,287,51.50917567,-3.547964016
1259,"Central Co-op - Skegby, Mansfield Road",287,51.51096705,-3.592793038
1260,"Central Co-op - Solihull, Lyndon Road",287,51.512606,-0.0405146
1261,Central Co-op - Somercotes,287,51.5136023,-0.178902
1262,Central Co-op - St Ives,287,51.5138341,-0.469593
1263,Central Co-op - St Johns Rd,287,51.5142,-3.43246
1264,Central Co-op - St Neots,287,51.5178192,0.0230388
1265,"Central Co-op - Stafford, Silkmore Lane",287,51.51938385,0.443488772
1266,Central Co-op - Stamford Road,287,51.51996525,-0.644483864
1267,Central Co-op - Stapenhill,287,51.52003443,0.580457904
1268,Central Co-op - Stapleford,287,51.52077021,-3.563213373
1269,"Central Co-op - Station Rd, Narborough",287,51.5216137,-3.7106938
1270,Central Co-op - Stone Road,287,51.5216225,-3.6973738
1271,Central Co-op - Stretton,287,51.52257665,-3.391520271
1272,Central Co-op - Strutt Street,287,51.5226146,0.295910528
1273,Central Co-op - Sturdee Road,287,51.5246344,0.4479099
1274,Central Co-op - Sussex Circus,287,51.5258267,-0.3141434
1275,"Central Co-op - Sutton In Ashfield, Huthwaite Road",287,51.52629776,0.029893219
1276,"Central Co-op - Sutton, Ely Road",287,51.5264168,-0.0998619
1277,Central Co-op - Swanwick Road,287,51.5265372,-0.7374459
1278,Central Co-op - The Precinct,287,51.5284378,-3.6928374
1279,Central Co-op - Thrapston,287,51.52864857,-3.69299952
1280,Central Co-op - Thringstone,287,51.5302163,0.7800005
1281,Central Co-op - Tutbury Avenue,287,51.53025301,-3.686249309
1282,Central Co-op - Walmley Close,287,51.5313884,0.7399901
1283,Central Co-op - Walsall Rd,287,51.5320988,0.1463109
1284,Central Co-op - Wardgate Way,287,51.53335686,0.151535422
1285,Central Co-op - Warsop,287,51.53353231,-0.47381922
1287,"Central Co-op - Warsop, Mansfield Road",287,51.5359356,-0.0963754
1288,Central Co-op - Weston Road,287,51.5361496,-0.1164297
1293,Central Co-op - Whetstone,287,51.5366795,0.7620635
1294,"Central Co-op - Whetstone, Dog & Gun Lane",287,51.5389351,0.1272748
1295,"Central Co-op - Whitwick, Market Place",287,51.54017873,0.192310266
1296,Central Co-op - Wigston,287,51.5405258,-3.3868594
1297,"Central Co-op - Wildwood, Stafford",287,51.5414453,-3.5794799
1298,Central Co-op - Winshill,287,51.541676,0.0834277
1299,Central Co-op - Wirksworth,287,51.5429228,0.1491291
1300,Central Co-op - Wollaton Road,287,51.5435414,-0.4873949
1301,"Central Co-op - Yardley, Stoney Lane",287,51.5436032,-0.1034895
1304,Central Co-op - Yaxley,287,51.5447057,-0.1763764
1306,Central Garages Keystore Cumnock,129,51.54678483,0.564107622
1307,Central Stores Cheltenham,94,51.5480491,0.6571746
1308,CH Brown Convenience store,373,51.5496437,-0.0359454
1310,Chapeltown Local Post Office,557,51.5506134,-0.3391461
1311,Chapman Butchers Glasgow,1345,51.5511579,0.0198346
1312,Chases Stores,604,51.5528056,-1.7775228
1313,Cheers Convenience Store,353,51.5535532,-1.7848324
1314,Chester Road Premier,1595,51.5544559,0.1425028
1315,Chester Road Premier - Night Menu,1690,51.55461558,-0.165990517
1316,Chester's Premier,325,51.5547772,-3.354629
1317,Cheynes Of Banff,1497,51.5552466,-1.7922339
1318,Chloe C Test,701,51.55690237,-0.046681166
1319,Chris McG - Test Store,351,51.5579007,-0.1319072
1320,Chris Test Store,281,51.5625787,0.120888
1321,Church Street Convenience Store,1472,51.5626321,-0.3049527
1322,City Mart Store,0,51.5667696,-1.8008467
1323,City Supermarket,850,51.5683054,0.491067089
1324,CJ Lang - Test Store,667,51.570788,-3.013646153
1325,CJLang Single Menu Test Store,667,51.57221316,-3.432765798
1326,Clapgate Go Local,1460,51.5728103,-1.777332
1328,Clarks Bakery,441,51.5733919,-1.7770236
1329,Clark's Bakery - Pitkerro,441,51.57376,-0.5319344
1330,Clarks Bakery Arbroath,721,51.5811482,-3.019269
1331,Cleeve Premier Store,1085,51.5826108,-0.0129417
1332,Clementine of Broughty Ferry,445,51.5833533,0.6089207
1333,Clinton Stores,1114,51.58430328,-3.422878638
1334,Cloverwood Store,867,51.5849553,-3.7708966
1335,Clydebank Grocers,1026,51.5854145,-3.7710213
1336,Co Local Castleford,987,51.5857674,-1.7749791
1337,Co Local Colne,1070,51.5868903,-3.3133266
1338,Cockles Convenience Store,1623,51.5869392,-0.133568
1339,Columbia Convenience Store,933,51.58800453,-2.964152391
1340,Connor's Convenience Store,1139,51.58810422,-2.995343768
1341,Co-op Food - Afton Road,304,51.588868,-1.426453
1342,Co-op Food - Ashley Down Road,304,51.5891611,-0.4816993
1343,Co-op Food - Avenue Road,304,51.5897885,-0.1642408
1345,"Co-op Food - Barrs Court, School Road",304,51.5928533,0.0841325
1346,"Co-op Food - Bedminster, North Street",304,51.5940891,-3.7947451
1347,Co-op Food - Bembridge,304,51.5945313,-3.1918494
1348,"Co-op Food - Chichester, Stockbridge Road",304,51.5960104,-3.2715975
1349,"Co-op Food - Clifton, Whiteladies Road",304,51.5967618,-3.3453948
1350,"Co-op Food - Hanham, Memorial Road",304,51.5973721,-3.6401839
1351,"Co-op Food - Keynsham, Queens Road",304,51.59797814,-2.981544176
1352,Co-op Food - Long Down Avenue,304,51.6020851,0.468822
1353,Co-op Food - Mill Hill Road,304,51.6023009,-3.8189881
1354,"Co-op Food - Nailsea, Hannah More Road",304,51.6037936,0.5157901
1355,"Co-op Food - Pill, Baltic Place",304,51.6055035,-3.6528835
1356,"Co-op Food - Portishead, Port Marine",304,51.6072386,0.032350243
1357,"Co-op Food - Redcliff Street, The Square",304,51.6080736,-3.1010713
1358,Co-op Food - Ryde,304,51.6084255,-0.415266
1360,Co-op Food - Sandown,304,51.60856885,-1.262079187
1361,Co-op Food - Shanklin,304,51.6085759,-3.0270639
1362,"Co-op Food - Southsea, Highlands Road",304,51.6092076,-3.6601448
1364,"Co-op Food - St Georges, Church Road",304,51.6093547,-3.4089945
1365,"Co-op Food - Totterdown, Wells Road",304,51.61030426,-3.090441944
1366,Co-op Food - Two Mile Hill Road,304,51.61129992,0.513640597
1367,Co-opFood - Carisbrooke,304,51.6116161,0.2729908
1368,Corcraines of Portadown,1043,51.61395914,-3.443134266
1369,Coseley Premier Store,1232,51.6139897,-3.7633183
1370,Costcutter (Charndra Supermarket),974,51.6148007,-0.2462998
1371,Costcutter Abronhill Market,1706,51.6189061,-3.4448227
1372,Costcutter Ananya Store,1307,51.61970608,-3.331643735
1373,Costcutter Barassie (Formerly Day Today),26,51.62278733,0.612948139
1374,Costcutter Beechwood,834,51.62543191,-3.457446545
1375,Costcutter Bramham Rd,406,51.62628297,-3.470223274
1376,Costcutter Brunel University,380,51.6273973,-0.7415354
1377,Costcutter Cadzow Bridge,468,51.6273973,-0.7415354
1378,Costcutter Damson Way,1459,51.6288759,-0.4085611
1379,Costcutter Enniskillen,167,51.6293855,-0.7791862
1380,Costcutter Epsom,280,51.63195214,-2.675268679
1381,Costcutter Failsworth,260,51.6321195,-3.9392899
1382,Costcutter Fossway Newcastle,115,51.6323618,-3.6572517
1383,Costcutter Hainton Avenue,1350,51.632725,0.8116218
1384,Costcutter Highley,111,51.63297592,-3.968660831
1385,Costcutter Inverleith Row,616,51.6386539,-3.8219868
1386,Costcutter Kearsley,414,51.6388315,-0.7628979
1387,Costcutter Kesh,225,51.6405444,-2.6593286
1388,Costcutter Leybourne Chase,1489,51.64205334,-3.236843266
1389,Costcutter Lumbertubs,1282,51.6420746,-1.8617737
1390,Costcutter Mossfield Service Station,225,51.64207916,-3.235611705
1391,Costcutter North Camp,295,51.6442807,-2.6905754
1392,Costcutter Oakley Road,1469,51.644462,-3.0478545
1393,Costcutter Pitshanger Road,730,51.6461848,-3.907527912
1394,Costcutter Quarry Bank,454,51.64730184,-3.488378648
1395,Costcutter R & B Foodstore,942,51.6490884,0.6091573
1396,Costcutter Snowdon Parade,869,51.6500236,-3.488038
1397,Costcutter St Andrews,668,51.6521546,-0.4326381
1399,Costcutter St Martins,106,51.6537942,-3.9750602
1400,Costcutter St Martins Cockshutt,106,51.6549181,-3.9539542
1401,Costcutter Wains Grove York,405,51.656149,-0.3977375
1402,Costcutter Wallasey,95,51.6581282,-0.3922433
1403,Costsaver Supermarket,710,51.6593058,-4.0300544
1404,County Express,728,51.6615708,-3.5099477
1405,Coxford Stores,1193,51.6629269,-3.9253358
1406,Crest of the Wave,1169,51.6697231,-3.3626396
